index,ref,polymer,contact_angle,poly_weight_kg/mol,supporter,mark,thickness_um,mmms,mmms_size_nm,poresize_nm,loading_wt%,mixture,composition_water_wt,temperature,feedpressure_bar,permeatepressure_mbar,total_flux_kgm2h,separationfactor_w_e,psi,truth,newpsi,Solubility_Parameter_solvent,Solubility_Parameter_polymer
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,20,80,,6.7,0.35451895,600.617229,212.5756704,,0.98506557,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,20,70,,6.7,0.414893617,925.233645,383.4586399,,1.230678779,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,40,70,,6.7,0.670212766,2551.401869,1709.311891,,2.283266689,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,60,70,,6.7,0.989361702,2242.990654,2218.139689,,3.315180363,32.9,25.8
102,102EG_pva_Pervaporation separation of ethylene glycol water mixtures through surface crosslinked PVA membranes Coupling effect and separation performance analysis,pva,50.22,,,,15,,,,,water/eg,80,70,,6.7,1.382978723,5495.327103,7598.537481,,5.172331502,32.9,25.8
103,103EG_pva_Performance of PVA NaA Mixed Matrix Membrane for Removal of Water from Ethylene Glycol Solutions by Pervaporation,pva,74,,,,100,,,,,water/eg,10,70,,6.7,0.422619048,1063.333333,448.9623019,,1.279128152,32.9,25.8
103,103EG_pva_Performance of PVA NaA Mixed Matrix Membrane for Removal of Water from Ethylene Glycol Solutions by Pervaporation,pva,74,,,,100,,,,,water/eg,20,70,,6.7,0.833333333,1200,999.1666663,,2.565984371,32.9,25.8
103,103EG_pva_Performance of PVA NaA Mixed Matrix Membrane for Removal of Water from Ethylene Glycol Solutions by Pervaporation,pva,74,,,,100,,,,,water/eg,30,70,,6.7,1.244047619,780,969.1130952,,3.597903404,32.9,25.8
103,103EG_pva_Performance of PVA NaA Mixed Matrix Membrane for Removal of Water from Ethylene Glycol Solutions by Pervaporation,pva,74,,,,100,,,,,water/eg,40,70,,6.7,1.398809524,706.666667,987.0932546,,3.985508527,32.9,25.8
107,107EG_other_Strongly Selective Polymer Membranes Modified with Heteroarm Stars for the Ethylene Glycol Dehydration by Pervaporation,ppo,89,,,,40,,,,,water/eg,5,50,,0.01,0.011617647,480,5.564852913,,0.031149714,32.9,22.9
107,107EG_other_Strongly Selective Polymer Membranes Modified with Heteroarm Stars for the Ethylene Glycol Dehydration by Pervaporation,ppo,89,,,,40,,,,,water/eg,7,50,,0.01,0.012720588,440,5.584338132,,0.033626272,32.9,22.9
107,107EG_other_Strongly Selective Polymer Membranes Modified with Heteroarm Stars for the Ethylene Glycol Dehydration by Pervaporation,ppo,89,,,,40,,,,,water/eg,10,50,,0.01,0.015588235,400,6.219705765,,0.040561523,32.9,22.9
107,107EG_other_Strongly Selective Polymer Membranes Modified with Heteroarm Stars for the Ethylene Glycol Dehydration by Pervaporation,ppo,89,,,,40,,,,,water/eg,12,50,,0.01,0.016176471,293.333333,4.728921684,,0.0399132,32.9,22.9
108,108EG_other_SPT-2017-Chen-Toward improved hydrophilicity of polymers of intrinsic microporosity for pervaporation dehydration of ethylene glycol,pim-1,108.2,,,,45,,,,,water/eg,20,30,,10,0.162637362,59.216867,9.468237673,,0.288265848,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,6.56,30,,10,0.027333333,36.42,0.968146655,,0.042676625,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,18.5,20,,10,0.041666667,18.75,0.739583339,,0.05304172,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,10.33,30,,10,0.050666667,39.11,1.930906679,,0.080675917,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,14.04,30,,10,0.075,40.09,2.93175,,0.120227704,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,18.5,30,,10,0.095666667,42.93,4.011303347,,0.156200792,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,18.5,40,,10,0.117666667,47.34,5.452673349,,0.197118525,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,22.66,30,,10,0.127333333,51.13,6.383219983,,0.217571384,32.9,19.5
109,109EG_other_Pervaporation Purification of Ethylene Glycol Using the Highly Permeable PIM-1 Membrane,pim-1,87.8,,,,30,,,,,water/eg,18.5,50,,10,0.230333333,64.47,14.61925665,,0.416755383,32.9,19.5
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,160,,,,,water/eg,8,30,,0.33,0.150769231,191.025641,28.65001976,,0.343918436,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,100,,,,,water/eg,8,30,,0.33,0.307692308,103.846154,31.64497049,,0.620427821,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,60,,,,,water/eg,8,30,,0.33,0.449230769,62.820513,27.77167659,,0.80776251,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,8,30,,12,0.172680412,127.731959,21.88412689,,0.363716678,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,8,30,,6.7,0.298969072,86.597938,25.59113609,,0.579254835,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,8,30,,2.6,0.371134021,73.608247,26.94739067,,0.69287993,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,8,30,,0.33,0.451030928,62.061856,27.54078558,,0.808619415,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,3.56,30,,0.13,0.378,234.26,88.17228,,0.895745897,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,7.03,30,,0.13,0.45,61.674,27.3033,,0.805545952,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,12.32,30,,0.13,0.567,28.318,15.489306,,0.823319481,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,24.47,30,,0.13,0.702,8.077,4.968054,,0.636889558,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,50,,,,,water/eg,35.63,30,,0.13,0.819,4.18,2.60442,,0.508743375,32.9,42.3
110,110EG_cs_Pervaporative Separation of Ethylene Glycol Water Mixtures by Using Cross-linked Chitosan Membranes,cs,55.1,,,,30,,,,,water/eg,8,30,,0.33,0.547692308,56.410256,30.347771,,0.959205344,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,10,25,,3,0.093,575,53.382,,0.25664911,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,pva,58.9,,,,30,,,,,water/eg,10,25,,3,0.12,354,42.36,,0.305880391,32.9,25.8
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,20,25,,3,0.223076923,129.932719,28.76191423,,0.471521825,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,30,25,,3,0.288461538,64.229718,18.2393417,,0.521462311,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,50,25,,3,0.426923077,24.234824,9.919482556,,0.591049329,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,70,25,,3,0.588461538,2.554591,0.914817011,,0.239692964,32.9,42.3
111,111EG_cs_Pervaporation dehydration of ethylene glycol with chitosan??oly(vinyl alcohol) blend membranes Effect of CS??VA blending ratios,cs,55.1,,,,30,,,,,water/eg,90,25,,3,0.776923077,1,0,,0,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,5,80,,6.7,0.156521739,1288.2,201.4747824,,0.486779994,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,20,30,,6.7,0.264724919,4529.333333,1198.762675,,0.96784338,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,20,45,,6.7,0.445954693,4529.333333,2019.431501,,1.630425646,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,10,80,,6.7,0.614492754,1337.086957,821.0157538,,1.921002454,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,20,60,,6.7,0.688673139,796,547.4951455,,1.997780908,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,20,80,,6.7,1.125566343,796,894.8252427,,3.265170113,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,20,80,,6.7,1.130434783,805.411765,909.335039,,3.285063792,32.9,42.3
112,112EG_cs_JMS-1999-Nam-Pervaporation of ethylene glycol??ater mixtures,cs,55.1,,,,10,,,,,water/eg,30,80,,6.7,1.762318841,198.333333,347.7642507,,4.048743745,32.9,42.3
113,113AA_sa_Separation of acetic acidwater mixtures by pervaporation with composite membranes of sodium alginate active layer and microporous polypropylene substra,sa,37.37,,,,5,,,,,water/aa,10,30,,1.5,0.102040816,170.125428,17.25769668,,0.227629513,21.4,37
113,113AA_sa_Separation of acetic acidwater mixtures by pervaporation with composite membranes of sodium alginate active layer and microporous polypropylene substra,sa,37.37,,,,5,,,,,water/aa,10,30,,1.5,0.16123348,95.221238,15.19161809,,0.31903814,21.4,37
113,113AA_sa_Separation of acetic acidwater mixtures by pervaporation with composite membranes of sodium alginate active layer and microporous polypropylene substra,sa,37.37,,,,5,,,,,water/aa,10,40,,1.5,0.179591837,93.160277,16.55123344,,0.353657772,21.4,37
113,113AA_sa_Separation of acetic acidwater mixtures by pervaporation with composite membranes of sodium alginate active layer and microporous polypropylene substra,sa,37.37,,,,5,,,,,water/aa,10,50,,1.5,0.283673469,78.038281,21.85371642,,0.536797488,21.4,37
113,113AA_sa_Separation of acetic acidwater mixtures by pervaporation with composite membranes of sodium alginate active layer and microporous polypropylene substra,sa,37.37,,,,5,,,,,water/aa,10,60,,1.5,0.387755102,63.095734,24.07793767,,0.697959182,21.4,37
114,114AA_sa_Novel carbohydrate polymeric blend membranes in pervaporation dehydration of acetic acid,sa,37.37,,,,40,,,,,water/aa,10,30,,13.3,0.007318501,19.4,0.134660418,,0.009424778,21.4,37
114,114AA_sa_Novel carbohydrate polymeric blend membranes in pervaporation dehydration of acetic acid,sa,37.37,,,,40,,,,,water/aa,20,30,,13.3,0.024996875,16,0.374953125,,0.030099237,21.4,37
114,114AA_sa_Novel carbohydrate polymeric blend membranes in pervaporation dehydration of acetic acid,sa,37.37,,,,40,,,,,water/aa,30,30,,13.3,0.051647811,10.2,0.475159861,,0.052091991,21.4,37
114,114AA_sa_Novel carbohydrate polymeric blend membranes in pervaporation dehydration of acetic acid,sa,37.37,,,,40,,,,,water/aa,40,30,,13.3,0.065597668,7,0.393586008,,0.055436461,21.4,37
114,114AA_sa_Novel carbohydrate polymeric blend membranes in pervaporation dehydration of acetic acid,sa,37.37,,,,40,,,,,water/aa,50,30,,13.3,0.086507269,5,0.346029076,,0.060465986,21.4,37
115,115AA_sa_Modified alginate composite membranes for the dehydration of acetic acid,sa,37.37,,,,45,,,,,water/aa,10,40,,2.66,0.037,38,1.369,,0.058451993,21.4,37
115,115AA_sa_Modified alginate composite membranes for the dehydration of acetic acid,sa,37.37,,,,45,,,,,water/aa,10,50,,2.66,0.054,60,3.186,,0.096020168,21.4,37
115,115AA_sa_Modified alginate composite membranes for the dehydration of acetic acid,sa,37.37,,,,45,,,,,water/aa,10,60,,2.66,0.092,98,8.924,,0.183192799,21.4,37
115,115AA_sa_Modified alginate composite membranes for the dehydration of acetic acid,sa,37.37,,,,45,,,,,water/aa,10,70,,2.66,0.138,134,18.354,,0.293540462,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,10,30,,13.3,0.081,22,1.701,,0.108736237,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,20,30,,13.3,0.115,14,1.495,,0.131804724,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,10,40,,13.3,0.154,15,2.156,,0.181118054,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,30,30,,13.3,0.168,9,1.344,,0.160312742,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,10,50,,13.3,0.187,13,2.244,,0.208307407,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,10,60,,13.3,0.222,10,1.998,,0.222,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,40,30,,13.3,0.234,6,1.17,,0.182087393,21.4,37
116,116AA_sa_Highly water selective silicotungstic acid (H4SiW12O40) incorporated novel sodium alginate hybrid composite mtion of acetic acid,sa,37.37,,,,50,,,,,water/aa,10,70,,13.3,0.269,9,2.152,,0.256691235,21.4,37
117,117AA_pva_Separation of acetic acid??ater mixtures through acrylonitrile grafted poly(vinyl alcohol) membranes by pervaporation,pva,74,,,,35,,,,,water/aa,80,25,,0.23,0.95,1.76,0.722,,0.233237034,21.4,25.8
117,117AA_pva_Separation of acetic acid??ater mixtures through acrylonitrile grafted poly(vinyl alcohol) membranes by pervaporation,pva,74,,,,35,,,,,water/aa,80,45,,0.23,4.47,1.23,1.0281,,0.401875848,21.4,25.8
117,117AA_pva_Separation of acetic acid??ater mixtures through acrylonitrile grafted poly(vinyl alcohol) membranes by pervaporation,pva,74,,,,35,,,,,water/aa,80,50,,0.23,5.7,1.05,0.285,,0.120779005,21.4,25.8
119,119AA_pva_Characteristics of Permeation and Separation for Acetic Acid Water pva_Mixtures Through Poly Vinyl Alcohol Membranes Modified with Poly Acrylic Acid,pva,74,,,,50,,,,,water/aa,80,45,,1.5,0.7859,17.775229,13.18365247,,0.982229769,21.4,25.8
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-25,0.549,,,,,water/aa,15,50,,2.5,0.69,3.3,1.587,,0.357774619,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-25,0.549,,,,,water/aa,20,50,,2.5,0.71,3.7,1.917,,0.403423224,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-25,0.549,,,,,water/aa,10,50,,2.5,0.8,4.4,2.72,,0.514762141,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-25,0.549,,,,,water/aa,5,50,,2.5,1.18,8.9,9.322,,1.120280208,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-30,0.308,,,,,water/aa,15,50,,2.5,0.2,6.7,1.14,,0.165214961,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-30,0.308,,,,,water/aa,10,50,,2.5,0.21,5.7,0.987,,0.15873372,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-30,0.308,,,,,water/aa,5,50,,2.5,0.28,14.9,3.892,,0.328492155,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-30,0.308,,,,,water/aa,20,50,,2.5,0.31,5.3,1.333,,0.22452552,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-27.7,0.227,,,,,water/aa,10,50,,2.5,0.25,8.2,1.8,,0.228453463,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-27.6,0.227,,,,,water/aa,15,50,,2.5,0.28,6.9,1.652,,0.234877745,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-27.8,0.227,,,,,water/aa,5,50,,2.5,0.35,12.7,4.095,,0.386331302,21.4,20.7
121,121AA_ppsu_The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,ppsu,92.2,,,ppsu-27.5,0.227,,,,,water/aa,20,50,,2.5,0.37,6.6,2.072,,0.303231256,21.4,20.7
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,94.25,25,,0.17,0.039485981,0.645252,-0.014007573,,-0.007513023,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,94.62,25,,0.17,0.045700935,0.798188,-0.009222997,,-0.004473884,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,89.72,25,,0.17,0.050607477,0.669786,-0.016711297,,-0.008808937,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,90.09,25,,0.17,0.051261682,0.660133,-0.017422154,,-0.009245996,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,90,25,,0.17,0.053214286,0.722543,-0.014764676,,-0.007510468,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,89.97,25,,0.17,0.056168224,0.639844,-0.020229323,,-0.010892473,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,90,35,,0.17,0.057857143,0.739645,-0.015063396,,-0.007577936,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,81.42,25,,0.17,0.061728972,0.569793,-0.026556236,,-0.015079332,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,80.28,25,,0.17,0.064345794,0.584333,-0.026746423,,-0.015014421,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,70.09,25,,0.17,0.064672897,0.558673,-0.028541896,,-0.016352045,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,79.78,25,,0.17,0.068925234,0.614106,-0.026597834,,-0.014595377,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,70.72,25,,0.17,0.071214953,0.55194,-0.031908572,,-0.018381158,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,70.6,25,,0.17,0.085607477,0.545368,-0.038919898,,-0.022541335,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,90,45,,0.17,0.086071429,0.717566,-0.024309498,,-0.012406176,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,59.91,25,,0.17,0.092476636,0.549292,-0.04167996,,-0.024062118,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,60.66,25,,0.17,0.09411215,0.531446,-0.044096624,,-0.02583763,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,59.4,25,,0.17,0.099345794,0.494707,-0.050198734,,-0.030365235,21.4,15.8
122,122AA_pdms_Pervaporation of acetic acid water mixtures through silicalite filled polydimethylsiloxane membranes,pdms,108.08219,,,,95,,,,,water/aa,90,55,,0.17,0.116785714,0.680087,-0.037361268,,-0.019554078,21.4,15.8
125,125butanol_polumid_Polybenzimidazole (PBI) zeolitic imidazolate frameworks,pbi,84,,,,50,,,,,water/butanol,15,60,,1,0.0116,5000,57.9884,,0.042908052,23.1,22.8
125,125butanol_polumid_Polybenzimidazole (PBI) zeolitic imidazolate frameworks,pbi,84,,,,50,,,,,water/ipa,15,60,,1,0.013,5000,64.987,,0.04808661,23.5,22.8
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/ethanol,15,23,,1,0.004128686,558.309038,2.300954023,,0.011340983,26.5,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/ethanol,15,45,,1,0.013699732,260.932945,3.561011684,,0.033105799,26.5,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/ethanol,15,60,,1,0.025522788,225.947522,5.741287915,,0.060080836,26.5,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/ipa,15,60,,1,0.026029412,1623.5,42.23272097,,0.083566185,23.5,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/methanol,15,60,,1,0.027205882,8.561863,0.205727152,,0.025371342,29.6,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/butanol,15,60,,1,0.028382353,3252.666667,92.28995118,,0.099685623,23.1,20.7
125,125IPA_ppsu_Development of flat-sheet membranes for C1??4 alcohols dehydration via pervaporation,ppsu,92.2,,,,16,,,,,water/ethanol,15,75,,1,0.047104558,201.457726,9.442472581,,0.108537565,26.5,20.7
201,1AIChE-2016-Zhang-Poly(vinyl alcohol) ZIF????H2 mixed matrix membranes for ethanol dehydration via pervaporation,pva,74,,,,15,ZIF-8-NH2,200,0.34,0,water/ethanol,15,40,,1,0.088,78.9,6.8552,,0.166942776,26.5,25.8
202,2CEJ-2010-Magalad-Preyssler type heteropolyacid-incorporated highly water-selective sodium alginate-based inorganic??rganic hybrid membranes for pervaporation dehydration of ethanol,sa,72,,,,40,,,,0,water/ethanol,4,30,,5,0.021,55,1.134,,0.036547616,26.5,37
204,4CES-2009-yang-Chitosan TiO2 nanocomposite pervaporation membranes for ethanol dehydration,cs,42,,,TiO2/CS-R(1),40,tio2,100,,0,water/ethanol,10,80,,5,0.055,152.23,8.31765,,0.120037514,26.5,42.3
207,7JMCA-2016-Naik-PDMS membranes containing ZIF-coated mesoporous silica spheres for efficient ethanol recovery via pervaporation,pdms,108.08219,,,,10,,,,0,water/ethanol,94,40,,1,0.33,0.13089,-0.2868063,,-0.291420866,26.5,15.8
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,5,50,,3,0.049,560.2,27.4008,,0.134668812,26.5,37
213,13JMS-1999-Huang-Characteristics of sodium alginate membranes for the pervaporation dehydration of ethanol??ater and isopropanol??ater mixtures,sa,37.37,,,,45,,,,,water/ethanol,10,50,,3,0.095,687.76,65.2422,,0.269556507,26.5,37
